tick,step_seconds
0,33.551563099958
1,85.73325040005147
2,95.5161118004471
3,92.37129539996386
4,86.86466510035098
5,86.32119559962302
6,83.07703320030123
7,83.91430089995265
8,86.09509340021759
9,88.23906739987433
10,88.74995240010321
11,87.06709269993007
12,88.44792199973017
13,90.1238107001409
14,84.16821259912103
15,86.10160449985415
16,87.81092949956656
17,85.30760559998453
18,82.00315449945629
19,83.34666940011084
